,Review,Ratings,Date
105, Gokul and the entire staaf was the most co operative staff we had breakfast with and the dishes were just as someone needs in d morning! With a lot of varieties too! South Indian north indian eggs everything! Will surely visit soon!,5,wrote a review Oct 2020
106,ecial shoutout to Ojas(F&B manager) and Gopal(chef) for making the stay memorable. COVID guidelines were followed to make us feel secure. The food was tasty and portions sumptuous. The property is beautiful as well,5,review Oct 2020
107,"rst, I like ITC and admire their customer service. Have stayed in many ITC properties in India over several nights. So this is not about ITC but ITC Jaipur. Till covid came, I was a frequent business traveller and have stayed may so many great hotels across the world.  We stayed here with family. Understand its covid time and things are not all great. Now -  In this ITC waiter judges you by your look, color and clothes :-) If you are wearing simple basic clothes (irrespective if you have been Bonvoy Gold/Platinum for years) - hotel folks will lecture you on every item you order!!  Everytime you ask a simple question from anyone, they assume you have no idea ""what ITC is"", you might have stayed over hundreds of 5 stars across the world, but you will go through how ITC is…",2, a review Oct 2020
108,cellent hospitality  best experience for anyone who cherishes -- luxury and has a good taste for hospitality  food out of the world -- experience  and the best there is --- a Experience too not miss if around jaipur,5,lv wrote a review Oct 2020
109," first visit to this beautiful property, located near the railway station in Jaipur. As you enter, the hotel lobby gives you a grand feeling and the staff at the reception is so warm and courteous.  The food and arrangement for sanitisation is the best i have ever seen in any hotel chain. Every single cutlery/plate was separately packed which provided the extra assurance to us.  Me and my wife were most impressed by the exemplary service. Each of our request was catered with a quick turnaround time. Being newly married, we also got special treatment such as a complimentary room upgrade, cake etc.  I would like to mention Manoj’s name who took amazing pictures of us. I have never seen any hotel staff being assigned a duty just to click pictures of the guests or take care of…",4,te a review Oct 2020
110,"d a weekend getaway at this brilliant property. The hotel has done everything to ensure the guests had a safe stay post lockdown with every safety measures in place.  The service was absolutely brilliant and prompt which indeed made our stay delightful. Food served was again fantastic. A special mention Chef Gokul and the staff at the Jal Mahal who catered to our special requests. I would once again like to mention to excellent staff and service who are making hotel stays possible even durning this difficult times. If these standards are maintained, I feel hotels are ready to be visited again. I was surprised to see the hotel so full but it displays their trust and it is well taken care of. The property itself, needless to say, is simply magnificent. I would suggest travellers…",5,ote a review Oct 2020
111,ce hotel. Now dated. Old needs lots of refurbishment. Nice people around. Needs more senior level supervision.  The rooms are ok. The breakfast buffet is ok. The South Indian fare is good. Chef Gokul Menon personally is trying best to uplift the guests. The bakery is poor especially the sweeter side. ,4,rote a review Oct 2020
112,eat chef ! great hospitality ! Chilli paneer noodles idli sambar everything was just perfect ! The food was mouth watering n all the delicacy were amazing ! Truly a great experience and will make us visit again ,5, review Oct 2020
113,"C Rajputana functions on the principles of royalty and hospitality. They sure know how to keep their guests happy.  We spent our weekend here and the entire team went out of their way to make it a memorable stay for us.  The buffet experience at Jal Mahal was made even better with the amazing staff, specially Thakur ji. It felt like he was hosting us personally. The entire dining experience was marvelous.  The chefs- Aishwary & Gokul were sure to ask our preferences and deliver on the same.   Additionally, Peshawari is a must try. The 'Aloo Tandoori' & 'Dal Bhukara' are some of my recommendations.",5,l wrote a review Oct 2020
114,"planned to travel to Jaipur and called up hotel reservations for booking, no one picked the call but I got a message to press 1 for call back but no one called. I asked my brother to book it for me.  We are here for short family trip and 2 rooms for 2 days booked by my brother,  who is a platinum member. We are staying at 1126 and 1127. These rooms are so called upgraded for us but are below my expectations. I am sure basic budget hotel rooms will be far better in terms of aesthetic sense. Rooms are old and need renovation. It has no theme and things seems arranged with 2nd hand purchased stuff. No combination at all. It is a so-called garden facing room but has a view of dried-up water fountain. One of the phone is not working and bathroom door opens with great difficulty. I…",1,ote a review Oct 2020
