,Review Text,Polarity_Rating
166,Hey Im Jay visited taj hotel family amazing experience service provided amazing💕😍 high security🔒 entrance exit hotel little expensive must visit experience taste food inner experience hotel,Positive
167,Dear Taj Lands End Team simply surpassed Tajness Taj stands stayed 29th Nov 8th Dec mother underwent Total Knee Replacement TKR post successful surgery stayed Taj focus postoperative care Taj Lands End team helped us goal Yes care ensured provided family like care mixed super class luxury love start moment entered hotel everyone greeted us utmost love ensured immediately taken allotted room ensured us best sea view well noiseless area disturbed Valet area Bell desk House Keeping every restaurant every member greeted…,Positive
168,hotel huge comfortable enjoyed goodsized room big bathroom towels huge bed also comfortable clean Breakfast extensive dont think missed anything,Positive
170,Pros Excellent food Room cleaning service best seen Nice outdoor area smoke Fast room service Close airport 20 min traffic Cons staff breakfast needs improvement example asked chai latte 6 times first day finally got 30 minutes story coffee next morning WiFi also choppy often disconnected Good keep mind conference calls,Positive
171,stayed 3 nights Taj Lands Hotel friends totally impressed services good offer good meal Vip stay recommend people want experience Vip standard experience,Positive
172,Restaurant Ambiance rate 710 Food 810 Cleanliness 510 Fruit flies concern Atleast day dined Desserts rate 710 Wished options available Mocktails 810 Hospitality 810 Overall ratings give 710,Positive
173,wife stayed hotel 21st 25 th Nov 2019 pleasant day comfortable room great view staff extremely courteous helpful restaurants hotel excellent superb service absolutely nothing negative hotel,Positive
174,fabulous time Taj Room small bed amazing Club Lounge fantastic really enjoyed drinks food also Afternoon tea favourite place bar Lobby Lounge brilliant live singer pool area little dated could updating,Positive
175,joy return Taj still opulent remembered whole hotel ethos built quality service whole staff bought told returning guest would upgraded suite room large comfortable sitting room bedroom cloakroom bathroom bathroom excellent bath separate loo bedroom large comfortable great views bed super King pillow menu comfortable Club lounge associated upgrade large comfortable split four distinct areas providing privacy whilst allowing one converse guests also 21st floor provided excellent views the…,Positive
176,Despite monsoon season really enjoyed time Mumbai partially bec positive experience stay hotel check process checkout don’t complaints upgraded room hardwood floors view waterocean gym nice well breakfast good wasn’t much tried Chinese restaurant 2nd floor great,Positive
177,big thank Raina front desk making birthday celebration stay excellent Room decoration balloons cake awesome entire family thoroughly enjoyed possible efforts taken Raina Breakfast good experience well taken care priyanka gaurav keshav big thanks sajid customize delivered egg orders table quick service thanks sajid taking good care us memorable experience efforts taken entire team Taj lands end THANK,Positive
178,Pros Location overall service Bed quality room dining Bathroom Cons really busy especially lots events room light AC function got stuck call repair guy perform system reset cordless phone complimentary stuff like cookies chocolate fruits quite common 5 Stars Overall It’s comfortable stay close airport area offers really great restaurants One must try Ming Yang hotel,Positive
179,stay 10 times tried many places including branches Taj ITC grand level service provided Taj Lands end incomparable take long para write service jest attitude look minute details everything provide treat customers utmost level sincerity factor defines bar highest level excellence Love place destination everytime visit Mumbai,Positive
181,Excellent service especially front line staff Kudos Anjela manager forgot name unfortunately Nepal helping work accommodations fits business trip agenda,Positive
182,im due receive award congress held hotel thought default hotel would stay anyway turns moment arrival airport rep right visible courteous felt bad went somewhere else didnt get tip greeted team duty manager along traditional garland welcome drink important thing club lounge food awesome Sorry maybe different expectation would getting terms F B great Staff awesome food good pleasantly surprising experience first timer like afraid come mumbai first time Taj Lands End…,Positive
183,stayed Taj Landsend Bandra Mumbai four nights November 2019 weather Mumbai terrible real comfort hang room hotel staff nice responsive although initially seem though Mumbai many rules nobody listening customer breakfast Taj Landsend incredible totally worth opting didnt much else eat except small snack one night fine though spectacular lots common areas hotel pretty place nice details like little pink flowers grow bunches marble pink veins quite treat live days theres lot around Bandra,Positive
