,Reviewer,Review,Ratings,Date
82,Ellen,"Stayed here a few nights for a conference. I booked directly to the hotel & found the service to be excellent. He helped me booked the hotel taxi to pick me up from the airport. The taxi is very comfortable & the driver very courteous. At the hotel I was received warmly with a reception gift & prompt service. The reception lobby is also very nicely desogned. The view from the room is awesome, as it is facing the Arabian Sea & Bandra Worli Link. Its breakfast collection is also wonderful. They provide many variety of food, from local food to western food. I truly enjoyed my stay here. The only drawback was the unstable wifi in my room. Had I been there for a leisurely purpose, not business, I would have given it a 5 star. But considering its level of service commitment, I'm sure…",4,w Mar 2020
83,Sid,Was a surprise for my fiancee on our one year anniversary.. Decided at the last moment.. Special mention to Ms. Anjela Rai for arranging everything.. Room view was beautiful and the room was decorated beautifully along with a cake for celebrating our anniversary.. She took care of everything little thing.. A bit disappointed with the food.. Rest all was amazing.. Will definitely visit again.. Thank you Anjela for making our trip memorable.. ,4,w Mar 2020
84,Anand,"We Stayed at Taj Lands End-Mumbai recently in Feb 2020 and it was a wonderful experience.  We had done our booking through the In-house Hotel Reservation desk and even requested for a room with a view to the Bandra-Worli Sea-Link which was accommodated and provided as promised.  Although it was a busy weekend during our visit with 3 weddings scheduled; the staff were still attentive and ensured good service.  I would like to commend the Staff at the Hotel, right from the person who received us-Ankush at the reception to the In-Room Dining, the House-Keeping Staff etc..  I would like to specially call out Samir Phadnis-Restaurant Manager at Masala Bay and Chef Atanu who provided excellent service.  We were able to try Masala Bay, Vista, Atrium Lounge but still need to try House…",5,view Mar 2020
85,priyanka,"Nice place to chill and relax.I had booked club room with sea view. The room was amazing ,we had club access with afternoon tea and mocktails in evening. The breakfast was too good and wide spread. Overall an amazing staycation.",5,w Mar 2020
86,Skar24,Selecting to stay here for the excellent service previously experienced I was bitterly disappointed: - I was asked to input my pin number on check in twice- with no explanation or apology until challenged. - it took 45 minutes at 1am to get presented a bill in atrium lounge - after it was requested twice- again no apology. - my room was booked for triple occupancy but I only got 2 of everything. - why ask  What morning paper i want if you are going to give me the wrong one until the last day. - constantly being addressed by the wrong name. - horrific experience at Ming Yang - taking 1.5 hours to be served a soup and starter and incredibly rude restaurant manager - see full review on ming yang - always a lot of traffic and busy lobby with never any space to sit due to constant…,2,Mar 2020
87,@amisha.12,A lovely breakfast buffet after a very long time. A special thanks to Abhishek and Dharmesh for a great dining experience. They assured everything was on time. Thank you :) would love to visit again!!,5,Mar 2020
88,Sunder,"The lounge service and masala bay were extraordinary,  Breakfast had a big spread and quality was superb. I would highly recommend this location for those who value excellence on multiple dimensions in hospitality.",5,te a review Mar 2020
89,mortenhegge,I have used this hotel several times. one of the best in Mumbai. Good food and cleanliness.   Taj Club was excellent and gave me a place to sit when I did extra work for my trip  and presentation. A good meeting place.  Quiet  surroundings.,5,Mar 2020
90,DipuKV,"Taj Lands End offers you one of the best views of Mumbai - the sea, the sea link bridge & a nice opportunity to walk through the lanes & bylanes of Bandra. The hotel itself is characterized by traditional Taj hospitality, superb and well-appointed rooms and lovely restaurants.",5,Mar 2020
91,Prashant,Thankyou Housekeeping team and Food & Beverage team for the exceptional service it was a good experience  Special thanks to Sabbir intuitive thoughtfulness and active good luck to u  and Satvik he is a very good leader I must say being in a service industry I can see the leadership qualities  keep up the good work it was a pleasant stay thank you so much team for making my stay so good I hope to see u guy's soon good luck and have a great year ahead.,5, review Feb 2020
92,R,"I had the opportunity to spend a night at the hotel with my Mom to celebrate her 85th Birthday. The check in staff;Krutika was helpful and upgraded us to Club room. This is on the 23rd floor. The room was beautifully appointed and very spacious. The bathroom was as beautiful. To our surprise there was a knock at the door , the staff got my Mom  delicious mouthwatering chocolate cake. A little later another hotel guest service stopped by to check if we were comfortable or needed anything more. Our breakfast next morning a massive spread of various cuisines. Live stations making dosa, eggs etc. Though it was a buffet, the staff was extremely courteous and got us food to our table every time. The Asst Director, Francis was very hospitable and went out of his way to make sure we…",5,w Feb 2020
